#SMILES,ID,pKBHX,Name,Ref,Ref.URL,sa
CCCN=CN(C)C,pKBHX.0170,2.59,"N,N-dimethyl-N'-propyl-formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,1.7853
CCN,pKBHX.0171,2.17,ethanamine,JCSP2.1999.997,http://dx.doi.org/10.1039/A809265F,1.2357
CCN(C(C)C)C(C)C,pKBHX.0172,1.05,N-ethyl-N-isopropyl-propan-2-amine,CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.9173
CCN(C)C,pKBHX.0173,2.17,"N,N-dimethylethanamine",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.9403
CCN(C1CCCCC1)C2CCCCC2,pKBHX.0174,1.14,N-cyclohexyl-N-ethyl-cyclohexanamine,CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.9356
CCN(CC)C(=O)C,pKBHX.0175,2.47,"N,N-diethylacetamide",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.701
CCN(CC)C(=O)N(CC)CC,pKBHX.0176,2.43,"1,1,3,3-tetraethylurea",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,2.5016
CCN(CC)C(=O)c1cccnc1,pKBHX.0177,2.18,"N,N-diethylpyridine-3-carboxamide",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,2.4018
CCN(CC)CC,pKBHX.0178,1.98,"N,N-diethylethanamine",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.9291
CCN(CC)S(=O)(=O)N(CC)CC,pKBHX.0179,1.47,N-(diethylsulfamoyl)-N-ethyl-ethanamine,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,2.9832
CCN(CC)c1ccc(cc1)C(=O)c2ccc(cc2)N(CC)CC,pKBHX.0180,2.33,bis[4-(diethylamino)phenyl]methanone,JCSP2.1998.101,http://dx.doi.org/10.1039/A704427E,2.5778
CCN(CC)c1ccc(cc1)N(=O)=O,pKBHX.0181,0.9,"N,N-diethyl-4-nitro-aniline",JCSP2.1994.491,http://dx.doi.org/10.1039/P29940000491,2.0639
CCN(CC)c1ccncc1,pKBHX.0182,2.89,"N,N-diethylpyridin-4-amine",JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,1.6702
CCN1C(=O)C=CC1=O,pKBHX.0183,0.68,"1-ethylpyrrole-2,5-dione",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,2.0972
CCNC,pKBHX.0184,2.25,N-methylethanamine,JCSP2.2001.2130,http://dx.doi.org/10.1039/B105082F,1.0818
CCNC(=O)C,pKBHX.0185,2.29,N-ethylacetamide,JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.7922
CCNCC,pKBHX.0186,2.25,N-ethylethanamine,JCSP2.2001.2130,http://dx.doi.org/10.1039/B105082F,1.0768
CCO,pKBHX.0187,1.02,ethanol,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.9957
CCOC(=O)/C=C/N(C)C,pKBHX.0188,2.09,ethyl:(E)-3-(dimethylamino)prop-2-enoate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,2.4026
CCOC(=O)/C=C/c1ccccc1,pKBHX.0189,1.14,ethyl:(E)-3-phenylprop-2-enoate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.5653
CCOC(=O)C,pKBHX.0190,1.07,ethyl:acetate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.574
CCOC(=O)C#C,pKBHX.0191,0.63,ethyl:prop-2-ynoate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.3924
CCOC(=O)C(=O)OCC,pKBHX.0192,0.95,diethyl:oxalate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,2.5837
CCOC(=O)C(C)(C)C,pKBHX.0193,1.04,"ethyl:2,2-dimethylpropanoate",JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.7192
CCOC(=O)C(C)C,pKBHX.0194,1.09,ethyl:2-methylpropanoate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.676
CCOC(=O)C(Cl)(Cl)Cl,pKBHX.0195,0.15,"ethyl:2,2,2-trichloroacetate",JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.4163
CCOC(=O)C1CC1,pKBHX.0196,1.12,ethyl:cyclopropanecarboxylate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.6067
CCOC(=O)CCl,pKBHX.0197,0.67,ethyl:2-chloroacetate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.6953
CCOC(=O)CF,pKBHX.0198,0.74,ethyl:2-fluoroacetate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.8751
CCOC(=O)Cc1ccccc1,pKBHX.0199,1.05,ethyl:2-phenylacetate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.5737
CCOC(=O)N(C)C,pKBHX.0200,1.83,"ethyl:N,N-dimethylcarbamate",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,2.2901
CCOC(=O)OC,pKBHX.0201,0.84,ethyl:methyl:carbonate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,2.0027
CCOC(=O)OCC,pKBHX.0202,0.88,diethyl:carbonate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,2.0926
CCOC(C)(C)C,pKBHX.0203,1.08,2-ethoxy-2-methyl-propane,EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,0.8755
CCOC=C,pKBHX.0204,0.1,vinyloxyethane,EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,0.8009
CCOC=O,pKBHX.0205,0.66,ethyl:formate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.4795
CCOCC,pKBHX.0206,1.01,ethoxyethane,EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,0.8746
CCOCCCl,pKBHX.0207,0.55,1-chloro-2-ethoxy-ethane,EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,1.1722
CCOCCOCC,pKBHX.0208,1.39,"1,2-diethoxyethane",EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,1.6373
CCOP(=O)(OCC)OCC,pKBHX.0209,2.68,triethyl:phosphate,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,2.9232
CCOS(=O)(=O)C,pKBHX.0210,1.02,ethyl:methanesulfonate,JCSP2.1996.1047,http://dx.doi.org/10.1039/P29960001047,1.9869
CCOS(=O)(=O)OCC,pKBHX.0211,0.8,diethyl:sulfate,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,2.3986
CCP(=O)(CC)CC,pKBHX.0212,3.66,1-diethylphosphorylethane,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.9954
CCS,pKBHX.0213,-0.16,ethanethiol,CJC.2005.138,http://dx.doi.org/10.1139/v05-007,0.5096
CCSCC,pKBHX.0214,0.25,ethylsulfanylethane,CJC.2005.138,http://dx.doi.org/10.1139/v05-007,0.5342
CCSSCC,pKBHX.0215,-0.1,(ethyldisulfanyl)ethane,CJC.2005.138,http://dx.doi.org/10.1139/v05-007,0.8989
CC[As](=O)(CC)CC,pKBHX.0216,4.89,1-diethylarsorylethane,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.9816
CCc1ccccn1,pKBHX.0217,1.94,2-ethylpyridine,JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,0.8377
CCc1cccnc1,pKBHX.0218,2.01,3-ethylpyridine,JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,0.8258
CCc1ccncc1,pKBHX.0219,2.07,4-ethylpyridine,JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,0.8183
CN(=O)=O,pKBHX.0220,0.27,nitromethane,JCSP2.1994.491,http://dx.doi.org/10.1039/P29940000491,0.9452
CN(C)/C=C/C#N,pKBHX.0221,1.7,(E)-3-(dimethylamino)prop-2-enenitrile,JPOC.2000.347,http://dx.doi.org/10.1002/1099-1395(200006)13:6<347::AID-POC251>3.0.CO;2-E,1.6146
CN(C)/C=C/N(=O)=O,pKBHX.0222,1.47,"(E)-N,N-dimethyl-2-nitro-ethenamine",JCSP2.1994.491,http://dx.doi.org/10.1039/P29940000491,1.9173
CN(C)/C=N/C#N,pKBHX.0223,2.09,"N'-cyano-N,N-dimethyl-formamidine",JPOC.2000.347,http://dx.doi.org/10.1002/1099-1395(200006)13:6<347::AID-POC251>3.0.CO;2-E,2.1425
CN(C)C,pKBHX.0224,2.13,"N,N-dimethylmethanamine",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.9452
CN(C)C#N,pKBHX.0225,1.56,dimethylcyanamide,JPOC.2000.347,http://dx.doi.org/10.1002/1099-1395(200006)13:6<347::AID-POC251>3.0.CO;2-E,1.5232
CN(C)C(=N)N(C)C,pKBHX.0226,3.21,"1,1,3,3-tetramethylguanidine",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,2.6662
CN(C)C(=O)C(F)(F)F,pKBHX.0227,1.04,"2,2,2-trifluoro-N,N-dimethyl-acetamide",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,2.1239
CN(C)C(=O)CCl,pKBHX.0228,1.74,"2-chloro-N,N-dimethyl-acetamide",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.8455
CN(C)C(=O)Cl,pKBHX.0229,1.0,"N,N-dimethylcarbamoyl:chloride",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.6041
CN(C)C(=O)N(C)C,pKBHX.0230,2.44,"1,1,3,3-tetramethylurea",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,2.4411
CN(C)C(=O)Oc1ccccc1,pKBHX.0231,1.7,"phenyl:N,N-dimethylcarbamate",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,2.1554
CN(C)C(=O)c1ccccc1,pKBHX.0232,2.23,"N,N-dimethylbenzamide",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.6269
CN(C)C1CCCCC1,pKBHX.0233,2.15,"N,N-dimethylcyclohexanamine",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.9476
CN(C)C=NC1CC1,pKBHX.0234,2.36,"N'-cyclopropyl-N,N-dimethyl-formamidine",CJC.1992.2203,http://dx.doi.org/10.1139/v92-276,1.7497
CN(C)C=NCc1cc(cc(c1)Cl)Cl,pKBHX.0235,2.0,"N'-[(3,5-dichlorophenyl)methyl]-N,N-dimethyl-formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,2.2225
CN(C)C=NCc1ccc(cc1)Cl,pKBHX.0236,2.12,"N'-[(4-chlorophenyl)methyl]-N,N-dimethyl-formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,2.0315
CN(C)C=NCc1cccc(c1)Cl,pKBHX.0237,2.1,"N'-[(3-chlorophenyl)methyl]-N,N-dimethyl-formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,2.0174
CN(C)C=NCc1ccccc1,pKBHX.0238,2.35,"N'-benzyl-N,N-dimethyl-formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,1.7524
CN(C)C=Nc1ccc(cc1)Br,pKBHX.0239,1.65,"N'-(4-bromophenyl)-N,N-dimethyl-formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,2.0147
CN(C)C=Nc1ccc(cc1)C#N,pKBHX.0240,1.49,"N'-(4-cyanophenyl)-N,N-dimethyl-formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,2.4033
CN(C)C=Nc1ccc(cc1)C(F)(F)F,pKBHX.0241,1.43,"N,N-dimethyl-N'-[4-(trifluoromethyl)phenyl]formamidine",CJC.1992.2203,http://dx.doi.org/10.1139/v92-276,2.7643
CN(C)C=Nc1ccc(cc1)F,pKBHX.0242,1.8,"N'-(4-fluorophenyl)-N,N-dimethyl-formamidine",CJC.1992.2203,http://dx.doi.org/10.1139/v92-276,2.1979
CN(C)C=Nc1ccc(cc1)N(=O)=O,pKBHX.0243,1.28,"N,N-dimethyl-N'-(4-nitrophenyl)formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,2.744
CN(C)C=Nc1ccc(cc1)N(C)C,pKBHX.0244,2.32,"N'-[4-(dimethylamino)phenyl]-N,N-dimethyl-formamidine",CJC.1992.2203,http://dx.doi.org/10.1139/v92-276,2.5195
CN(C)C=Nc1ccc(cc1)OC,pKBHX.0245,2.08,"N'-(4-methoxyphenyl)-N,N-dimethyl-formamidine",CJC.1992.2203,http://dx.doi.org/10.1139/v92-276,2.4172
CN(C)C=Nc1ccccc1,pKBHX.0246,1.9,"N,N-dimethyl-N'-phenyl-formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,1.6594
CN(C)C=Nc1ccccc1Br,pKBHX.0247,1.37,"N'-(2-bromophenyl)-N,N-dimethyl-formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,1.9092
CN(C)C=O,pKBHX.0248,2.1,"N,N-dimethylformamide",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.5985
CN(C)CC#C,pKBHX.0249,1.6,"N,N-dimethylprop-2-yn-1-amine",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.8581
CN(C)CC#N,pKBHX.0250,1.02,2-(dimethylamino)acetonitrile,CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,1.6343
CN(C)CC=C,pKBHX.0251,1.92,"N,N-dimethylprop-2-en-1-amine",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.9055
CN(C)CCC#N,pKBHX.0252,1.35,3-(dimethylamino)propanenitrile,CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,1.6699
CN(C)CCCCl,pKBHX.0253,1.54,"3-chloro-N,N-dimethyl-propan-1-amine",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,1.3385
CN(C)Cc1ccccc1,pKBHX.0254,1.59,"N,N-dimethyl-1-phenyl-methanamine",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.8954
CN(C)P(=O)(N(C)C)N(C)C,pKBHX.0255,3.6,N-[bis(dimethylamino)phosphoryl]-N-methyl-methanamine,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,3.4675
CN(C)S(=O)(=O)C,pKBHX.0256,1.3,"N,N-dimethylmethanesulfonamide",JOC.2010.4105,http://dx.doi.org/10.1021/jo100461z,2.1704
CN(C)S(=O)(=O)c1ccccc1,pKBHX.0257,1.19,"N,N-dimethylbenzenesulfonamide",JCSP2.1996.1047,http://dx.doi.org/10.1039/P29960001047,2.0957
CN(C)S(=O)c1ccccc1,pKBHX.0258,2.15,"N,N-dimethylbenzenesulfinamide",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,1.545
CN(C)c1ccc(cc1)C#N,pKBHX.0259,1.25,4-(dimethylamino)benzonitrile,JPOC.2000.347,http://dx.doi.org/10.1002/1099-1395(200006)13:6<347::AID-POC251>3.0.CO;2-E,1.6384
CN(C)c1ccc(cc1)C=O,pKBHX.0260,1.53,4-(dimethylamino)benzaldehyde,JCSP2.1998.101,http://dx.doi.org/10.1039/A704427E,1.6614
CN(C)c1ccccc1,pKBHX.0261,0.39,"N,N-dimethylaniline",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.8503
CN(C)c1ccncc1,pKBHX.0262,2.8,"N,N-dimethylpyridin-4-amine",JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,1.6331
CN(C)c1ncccn1,pKBHX.0263,1.61,"N,N-dimethylpyrimidin-2-amine",JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,2.2531
CN(C=O)c1ccccc1,pKBHX.0264,1.74,N-methyl-N-phenyl-formamide,JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.5544
CN1C(=O)CCC1=O,pKBHX.0265,1.06,"1-methylpyrrolidine-2,5-dione",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,2.1319
CN1CCC(CC1)Cl,pKBHX.0266,1.7,4-chloro-1-methyl-piperidine,CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,1.3276
CN1CCCC1,pKBHX.0267,2.19,1-methylpyrrolidine,CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.9145
CN1CCCC1=O,pKBHX.0268,2.38,1-methylpyrrolidin-2-one,JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.6258
CN1CCCCC1,pKBHX.0269,2.11,1-methylpiperidine,CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.9074
CN1CCCCC1=O,pKBHX.0270,2.6,1-methylpiperidin-2-one,JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.6532
CN1CCCCCC1=O,pKBHX.0271,2.53,1-methylazepan-2-one,JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.6935
CN1CCCN(C1=O)C,pKBHX.0272,2.79,"1,3-dimethylhexahydropyrimidin-2-one",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,2.3425
CN1CCC[C@H]1c2cccnc2,pKBHX.0273,2.09,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,1.6798
CN1CCN(C1=O)C,pKBHX.0274,2.46,"1,3-dimethylimidazolidin-2-one",JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,2.2948
CN1CCN(C1=S)C,pKBHX.0275,1.32,"1,3-dimethylimidazolidine-2-thione",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,1.992
CN1CCN(CC1)C,pKBHX.0276,2.18,"1,4-dimethylpiperazine",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,1.7576
CN1CCOCC1,pKBHX.0277,1.66,4-methylmorpholine,CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,1.6749
CN1CCc2ccccc2C1,pKBHX.0278,1.8,"2-methyl-3,4-dihydro-1H-isoquinoline",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.863
CN1CN(CN(C1)C)C,pKBHX.0279,2.06,"1,3,5-trimethyl-1,3,5-triazinane",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,2.5469
CN1[C@@H]2CCC[C@H]1CC2,pKBHX.0280,2.39,"(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octane",CJC.2002.1375,http://dx.doi.org/10.1139/v02-176,0.8753
CN=C(N(C)C)N(C)C,pKBHX.0281,3.16,"1,1,2,3,3-pentamethylguanidine",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,2.5436
CN=C(c1ccccc1)N(C)C,pKBHX.0282,2.62,"N,N,N'-trimethylbenzamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,1.7527
CN=CN(C)C,pKBHX.0283,2.7,"N,N,N'-trimethylformamidine",CJC.1992.2203,http://dx.doi.org/10.1139/v92-276,1.7499
CNC,pKBHX.0284,2.26,N-methylmethanamine,JCSP2.2001.2130,http://dx.doi.org/10.1039/B105082F,1.0809
CNC(=O)c1ccccc1,pKBHX.0285,2.03,N-methylbenzamide,JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.7325
CNC=O,pKBHX.0286,1.96,N-methylformamide,JCSP2.1992.2091,http://dx.doi.org/10.1039/P29920002091,1.6573
CNCC#C,pKBHX.0287,1.64,N-methylprop-2-yn-1-amine,JCSP2.2001.2130,http://dx.doi.org/10.1039/B105082F,0.9869
CNCC#N,pKBHX.0288,1.03,2-(methylamino)acetonitrile,JCSP2.2001.2130,http://dx.doi.org/10.1039/B105082F,1.7427
CNCC=C,pKBHX.0289,2.0,N-methylprop-2-en-1-amine,JCSP2.2001.2130,http://dx.doi.org/10.1039/B105082F,1.053
CNCCC#N,pKBHX.0290,1.5,3-(methylamino)propanenitrile,JCSP2.2001.2130,http://dx.doi.org/10.1039/B105082F,1.7648
CNCc1ccccc1,pKBHX.0291,1.82,N-methyl-1-phenyl-methanamine,JCSP2.2001.2130,http://dx.doi.org/10.1039/B105082F,1.0316
CNc1ccccn1,pKBHX.0292,2.11,N-methylpyridin-2-amine,JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,1.7105
CO,pKBHX.0293,0.82,methanol,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.9586
COC(=O)C(Cl)(Cl)Cl,pKBHX.0294,0.11,"methyl:2,2,2-trichloroacetate",JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.1973
COC(=O)OC,pKBHX.0295,0.82,dimethyl:carbonate,JCSP2.1994.485,http://dx.doi.org/10.1039/P29940000485,1.9037
COC(=O)c1cccnc1,pKBHX.0296,1.49,methyl:pyridine-3-carboxylate,JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,2.166
COC(Cl)Cl,pKBHX.0297,-0.09,dichloro(methoxy)methane,EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,0.9959
COC(OC)(OC)OC,pKBHX.0298,0.86,tetramethoxymethane,EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,2.8624
COC(OC)OC,pKBHX.0299,1.02,trimethoxymethane,EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,2.151
COCCCN,pKBHX.0300,2.26,3-methoxypropan-1-amine,JCSP2.1999.997,http://dx.doi.org/10.1039/A809265F,2.0522
COCCN,pKBHX.0301,2.29,2-methoxyethanamine,JCSP2.1999.997,http://dx.doi.org/10.1039/A809265F,2.0713
COCCOC,pKBHX.0302,1.32,"1,2-dimethoxyethane",EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,1.6922
COCOC,pKBHX.0303,0.88,dimethoxymethane,EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,1.4772
COS(=O)OC,pKBHX.0304,0.94,dimethyl:sulfite,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,1.5585
COc1ccc(cc1)C#N,pKBHX.0305,0.97,4-methoxybenzonitrile,JPOC.2000.347,http://dx.doi.org/10.1002/1099-1395(200006)13:6<347::AID-POC251>3.0.CO;2-E,1.4989
COc1ccc(cc1)C(=O)c2ccc(cc2)OC,pKBHX.0306,1.49,bis(4-methoxyphenyl)methanone,JCSP2.1998.101,http://dx.doi.org/10.1039/A704427E,2.3207
COc1ccc(cc1)C(=O)c2ccccc2,pKBHX.0307,1.27,(4-methoxyphenyl)-phenyl-methanone,JCSP2.1998.101,http://dx.doi.org/10.1039/A704427E,1.5944
COc1ccc(cc1)C=O,pKBHX.0308,1.1,4-methoxybenzaldehyde,JCSP2.1998.101,http://dx.doi.org/10.1039/A704427E,1.5371
COc1ccc(cc1)N(=O)=O,pKBHX.0309,0.5,1-methoxy-4-nitro-benzene,JCSP2.1994.491,http://dx.doi.org/10.1039/P29940000491,1.8144
COc1ccccc1C=O,pKBHX.0310,1.11,2-methoxybenzaldehyde,JCSP2.1998.101,http://dx.doi.org/10.1039/A704427E,1.5305
COc1ccccc1OC,pKBHX.0311,1.13,"1,2-dimethoxybenzene",JOC.2010.4105,http://dx.doi.org/10.1021/jo100461z,1.3506
COc1ccccn1,pKBHX.0312,0.99,2-methoxypyridine,JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,1.4792
COc1ccn(=O)cc1,pKBHX.0313,3.7,4-methoxypyridine:1-oxide,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,1.3908
CP(=O)(C)C,pKBHX.0314,3.53,dimethylphosphorylmethane,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.9231
CS(=O)(=O)C,pKBHX.0315,1.4,methylsulfonylmethane,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,1.413
CS(=O)C,pKBHX.0316,2.54,methylsulfinylmethane,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.9091
CS(=O)c1ccccc1,pKBHX.0317,2.24,methylsulfinylbenzene,JOC.2010.4105,http://dx.doi.org/10.1021/jo100461z,0.8436
CSC,pKBHX.0318,0.12,methylsulfanylmethane,CJC.2005.138,http://dx.doi.org/10.1139/v05-007,0.523
CSC#N,pKBHX.0319,0.73,methyl:thiocyanate,JPOC.2000.347,http://dx.doi.org/10.1002/1099-1395(200006)13:6<347::AID-POC251>3.0.CO;2-E,0.7918
CSSC,pKBHX.0320,-0.19,(methyldisulfanyl)methane,CJC.2005.138,http://dx.doi.org/10.1139/v05-007,0.807
C[C@@]12CC[C@@H](C1(C)C)CC2=S,pKBHX.0321,0.34,"(1R,4R)-1,7,7-trimethylnorbornane-2-thione",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.5667
C[N+](C)(C)[N-]C#N,pKBHX.0322,3.24,cyano-(trimethylammonio)azanide,JPOC.2000.347,http://dx.doi.org/10.1002/1099-1395(200006)13:6<347::AID-POC251>3.0.CO;2-E,1.5749
C[N+](C)(C)[O-],pKBHX.0323,5.46,"N,N-dimethylmethanamine:oxide",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.8915
C[Se](=O)C,pKBHX.0324,3.44,methylseleninylmethane,JOC.2010.4105,http://dx.doi.org/10.1021/jo100461z,0.638
C[Si](C)(C)C#N,pKBHX.0325,0.93,trimethylsilylformonitrile,JPOC.2000.347,http://dx.doi.org/10.1002/1099-1395(200006)13:6<347::AID-POC251>3.0.CO;2-E,0.8919
C[Si](C)(C)N[Si](C)(C)C,pKBHX.0326,-0.45,[dimethyl-(trimethylsilylamino)silyl]methane,JCSP2.2001.2130,http://dx.doi.org/10.1039/B105082F,1.1226
C[Si](C)(C)O[Si](C)(C)C,pKBHX.0327,-0.53,trimethyl(trimethylsilyloxy)silane,EJOC.1998.925,http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F,0.9221
Cc1c(c(c(c(c1C)C)C)C)C,pKBHX.0328,0.02,"1,2,3,4,5,6-hexamethylbenzene",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,0.0
Cc1cc(=O)cc(o1)C,pKBHX.0329,2.5,"2,6-dimethylpyran-4-one",JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,1.4675
Cc1cc(cnc1)C,pKBHX.0330,2.21,"3,5-dimethylpyridine",JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,0.8388
Cc1cc(nc(c1)C)C,pKBHX.0331,2.29,"2,4,6-trimethylpyridine",JCSP2.1998.283,http://dx.doi.org/10.1039/A706696A,0.8418
Cc1ccc(cc1)C(=O)C,pKBHX.0332,1.24,1-(p-tolyl)ethanone,JCSP2.1998.101,http://dx.doi.org/10.1039/A704427E,0.8752
Cc1ccc(cc1)N,pKBHX.0333,0.56,4-methylaniline,JMC.2009.4073,http://dx.doi.org/10.1021/jm801331y,1.1601
Cc1ccc(cc1)N=CN(C)C,pKBHX.0334,2.07,"N,N-dimethyl-N'-(p-tolyl)formamidine",JCSP2.1988.1491,http://dx.doi.org/10.1039/P29880001491,1.6703
